,Dummy variable treshold,Ime podatkovne baze,Ime relacije,Latentni faktor,Objektni tip 1,Objektni tip 2,RMSE,St. ponovitve,Vzorcenje
2669,2,avtomobilizem,model drzava,18,model,drzava,0.1905,1,True
2670,1,avtomobilizem,lastnistvo stranka,35,lastnistvo,stranka,0.00047,0,True
2671,1,avtomobilizem,lastnistvo avtomobil,35,lastnistvo,avtomobil,0.005,0,True
2672,1,avtomobilizem,avtomobil model,35,avtomobil,model,0.0104,0,True
2673,1,avtomobilizem,avtomobil drzava,35,avtomobil,drzava,0.01113,0,True
2674,1,avtomobilizem,model drzava,35,model,drzava,0.11798,0,True
2675,1,avtomobilizem,avtomobil stranka,35,avtomobil,stranka,0.12391,0,True
2676,1,avtomobilizem,lastnistvo stranka,49,lastnistvo,stranka,0.0003,2,True
2677,1,avtomobilizem,lastnistvo avtomobil,49,lastnistvo,avtomobil,0.00505,2,True
2678,1,avtomobilizem,avtomobil model,49,avtomobil,model,0.00983,2,True
2679,1,avtomobilizem,avtomobil drzava,49,avtomobil,drzava,0.01108,2,True
2680,1,avtomobilizem,avtomobil stranka,49,avtomobil,stranka,0.12457,2,True
2681,1,avtomobilizem,model drzava,49,model,drzava,0.14159,2,True
2682,1,avtomobilizem,lastnistvo stranka,41,lastnistvo,stranka,0.00023,0,True
2683,1,avtomobilizem,lastnistvo avtomobil,41,lastnistvo,avtomobil,0.00504,0,True
2684,1,avtomobilizem,avtomobil model,41,avtomobil,model,0.00946,0,True
2685,1,avtomobilizem,avtomobil drzava,41,avtomobil,drzava,0.01033,0,True
2686,1,avtomobilizem,model drzava,41,model,drzava,0.11206,0,True
2687,1,avtomobilizem,avtomobil stranka,41,avtomobil,stranka,0.12457,0,True
2688,0,avtomobilizem,lastnistvo stranka,39,lastnistvo,stranka,0.00081,2,True
2689,0,avtomobilizem,lastnistvo avtomobil,39,lastnistvo,avtomobil,0.00534,2,True
2690,0,avtomobilizem,avtomobil drzava,39,avtomobil,drzava,0.01365,2,True
2691,0,avtomobilizem,avtomobil model,39,avtomobil,model,0.0168,2,True
2692,0,avtomobilizem,avtomobil stranka,39,avtomobil,stranka,0.12915,2,True
2693,0,avtomobilizem,model drzava,39,model,drzava,1.32411,2,True
2694,1,avtomobilizem,lastnistvo stranka,16,lastnistvo,stranka,0.00095,4,True
2695,1,avtomobilizem,lastnistvo avtomobil,16,lastnistvo,avtomobil,0.00519,4,True
2696,1,avtomobilizem,avtomobil model,16,avtomobil,model,0.01004,4,True
2697,1,avtomobilizem,avtomobil drzava,16,avtomobil,drzava,0.01922,4,True
2698,1,avtomobilizem,model drzava,16,model,drzava,0.12533,4,True
2699,1,avtomobilizem,avtomobil stranka,16,avtomobil,stranka,0.12794,4,True
2700,1,avtomobilizem,lastnistvo stranka,13,lastnistvo,stranka,0.00128,0,True
2701,1,avtomobilizem,lastnistvo avtomobil,13,lastnistvo,avtomobil,0.00523,0,True
2702,1,avtomobilizem,avtomobil model,13,avtomobil,model,0.01009,0,True
2703,1,avtomobilizem,avtomobil drzava,13,avtomobil,drzava,0.02243,0,True
2704,1,avtomobilizem,model drzava,13,model,drzava,0.12725,0,True
2705,1,avtomobilizem,avtomobil stranka,13,avtomobil,stranka,0.12817,0,True
2706,1,avtomobilizem,lastnistvo stranka,17,lastnistvo,stranka,0.00185,4,True
2707,1,avtomobilizem,lastnistvo avtomobil,17,lastnistvo,avtomobil,0.0052,4,True
2708,1,avtomobilizem,avtomobil model,17,avtomobil,model,0.01006,4,True
2709,1,avtomobilizem,avtomobil drzava,17,avtomobil,drzava,0.01814,4,True
2710,1,avtomobilizem,model drzava,17,model,drzava,0.12457,4,True
2711,1,avtomobilizem,avtomobil stranka,17,avtomobil,stranka,0.12889,4,True
2712,2,avtomobilizem,lastnistvo stranka,13,lastnistvo,stranka,0.00172,1,True
2713,2,avtomobilizem,lastnistvo avtomobil,13,lastnistvo,avtomobil,0.00521,1,True
2714,2,avtomobilizem,avtomobil model,13,avtomobil,model,0.0175,1,True
2715,2,avtomobilizem,avtomobil drzava,13,avtomobil,drzava,0.03048,1,True
2716,2,avtomobilizem,avtomobil stranka,13,avtomobil,stranka,0.12897,1,True
2717,2,avtomobilizem,model drzava,13,model,drzava,0.19117,1,True
2718,1,avtomobilizem,lastnistvo stranka,20,lastnistvo,stranka,0.00115,1,True
2719,1,avtomobilizem,lastnistvo avtomobil,20,lastnistvo,avtomobil,0.00519,1,True
2720,1,avtomobilizem,avtomobil model,20,avtomobil,model,0.01,1,True
2721,1,avtomobilizem,avtomobil drzava,20,avtomobil,drzava,0.01617,1,True
2722,1,avtomobilizem,model drzava,20,model,drzava,0.12363,1,True
2723,1,avtomobilizem,avtomobil stranka,20,avtomobil,stranka,0.128,1,True
2724,1,avtomobilizem,lastnistvo stranka,46,lastnistvo,stranka,0.00032,2,True
2725,1,avtomobilizem,lastnistvo avtomobil,46,lastnistvo,avtomobil,0.00484,2,True
2726,1,avtomobilizem,avtomobil drzava,46,avtomobil,drzava,0.00965,2,True
2727,1,avtomobilizem,avtomobil model,46,avtomobil,model,0.00989,2,True
2728,1,avtomobilizem,model drzava,46,model,drzava,0.10862,2,True
2729,1,avtomobilizem,avtomobil stranka,46,avtomobil,stranka,0.12081,2,True
2730,0,avtomobilizem,lastnistvo stranka,33,lastnistvo,stranka,0.00073,3,True
2731,0,avtomobilizem,lastnistvo avtomobil,33,lastnistvo,avtomobil,0.00525,3,True
2732,0,avtomobilizem,avtomobil drzava,33,avtomobil,drzava,0.0115,3,True
2733,0,avtomobilizem,avtomobil model,33,avtomobil,model,0.01282,3,True
2734,0,avtomobilizem,avtomobil stranka,33,avtomobil,stranka,0.12916,3,True
2735,0,avtomobilizem,model drzava,33,model,drzava,0.21259,3,True
2736,1,avtomobilizem,lastnistvo stranka,45,lastnistvo,stranka,0.0003,4,True
2737,1,avtomobilizem,lastnistvo avtomobil,45,lastnistvo,avtomobil,0.00509,4,True
2738,1,avtomobilizem,avtomobil model,45,avtomobil,model,0.00928,4,True
2739,1,avtomobilizem,avtomobil drzava,45,avtomobil,drzava,0.00985,4,True
2740,1,avtomobilizem,model drzava,45,model,drzava,0.1229,4,True
2741,1,avtomobilizem,avtomobil stranka,45,avtomobil,stranka,0.12528,4,True
2742,0,avtomobilizem,lastnistvo stranka,46,lastnistvo,stranka,1e-05,2,True
2743,0,avtomobilizem,lastnistvo avtomobil,46,lastnistvo,avtomobil,0.00491,2,True
2744,0,avtomobilizem,avtomobil drzava,46,avtomobil,drzava,0.00955,2,True
2745,0,avtomobilizem,avtomobil model,46,avtomobil,model,0.01314,2,True
2746,0,avtomobilizem,avtomobil stranka,46,avtomobil,stranka,0.1209,2,True
2747,0,avtomobilizem,model drzava,46,model,drzava,0.2112,2,True
2748,2,avtomobilizem,lastnistvo stranka,15,lastnistvo,stranka,0.00141,3,True
2749,2,avtomobilizem,lastnistvo avtomobil,15,lastnistvo,avtomobil,0.00523,3,True
2750,2,avtomobilizem,avtomobil model,15,avtomobil,model,0.01485,3,True
2751,2,avtomobilizem,avtomobil drzava,15,avtomobil,drzava,0.02386,3,True
2752,2,avtomobilizem,avtomobil stranka,15,avtomobil,stranka,0.12928,3,True
2753,2,avtomobilizem,model drzava,15,model,drzava,0.19501,3,True
2754,2,avtomobilizem,lastnistvo stranka,5,lastnistvo,stranka,0.00321,3,True
2755,2,avtomobilizem,lastnistvo avtomobil,5,lastnistvo,avtomobil,0.0051,3,True
2756,2,avtomobilizem,avtomobil model,5,avtomobil,model,0.0143,3,True
2757,2,avtomobilizem,avtomobil drzava,5,avtomobil,drzava,0.05436,3,True
2758,2,avtomobilizem,avtomobil stranka,5,avtomobil,stranka,0.13073,3,True
2759,2,avtomobilizem,model drzava,5,model,drzava,0.20503,3,True
2760,0,avtomobilizem,lastnistvo stranka,49,lastnistvo,stranka,0.00218,3,True
2761,0,avtomobilizem,lastnistvo avtomobil,49,lastnistvo,avtomobil,0.00443,3,True
2762,0,avtomobilizem,avtomobil drzava,49,avtomobil,drzava,0.00887,3,True
2763,0,avtomobilizem,avtomobil model,49,avtomobil,model,0.01129,3,True
2764,0,avtomobilizem,avtomobil stranka,49,avtomobil,stranka,0.11382,3,True
2765,0,avtomobilizem,model drzava,49,model,drzava,0.15605,3,True
2766,0,avtomobilizem,lastnistvo stranka,23,lastnistvo,stranka,0.00062,1,True
2767,0,avtomobilizem,lastnistvo avtomobil,23,lastnistvo,avtomobil,0.00524,1,True
2768,0,avtomobilizem,avtomobil model,23,avtomobil,model,0.01372,1,True
2769,0,avtomobilizem,avtomobil drzava,23,avtomobil,drzava,0.01496,1,True
2770,0,avtomobilizem,avtomobil stranka,23,avtomobil,stranka,0.12907,1,True
2771,0,avtomobilizem,model drzava,23,model,drzava,0.23331,1,True
2772,1,avtomobilizem,lastnistvo stranka,32,lastnistvo,stranka,0.0006,4,True
2773,1,avtomobilizem,lastnistvo avtomobil,32,lastnistvo,avtomobil,0.00511,4,True
2774,1,avtomobilizem,avtomobil model,32,avtomobil,model,0.00982,4,True
2775,1,avtomobilizem,avtomobil drzava,32,avtomobil,drzava,0.01146,4,True
2776,1,avtomobilizem,model drzava,32,model,drzava,0.11685,4,True
2777,1,avtomobilizem,avtomobil stranka,32,avtomobil,stranka,0.12539,4,True
2778,1,avtomobilizem,lastnistvo stranka,45,lastnistvo,stranka,0.00039,0,True
2779,1,avtomobilizem,lastnistvo avtomobil,45,lastnistvo,avtomobil,0.00519,0,True
2780,1,avtomobilizem,avtomobil model,45,avtomobil,model,0.00974,0,True
2781,1,avtomobilizem,avtomobil drzava,45,avtomobil,drzava,0.05951,0,True
2782,1,avtomobilizem,avtomobil stranka,45,avtomobil,stranka,0.12774,0,True
2783,1,avtomobilizem,model drzava,45,model,drzava,39.2854,0,True
2784,0,avtomobilizem,lastnistvo stranka,33,lastnistvo,stranka,0.00032,1,True
2785,0,avtomobilizem,lastnistvo avtomobil,33,lastnistvo,avtomobil,0.00463,1,True
2786,0,avtomobilizem,avtomobil drzava,33,avtomobil,drzava,0.01334,1,True
2787,0,avtomobilizem,avtomobil model,33,avtomobil,model,0.07056,1,True
2788,0,avtomobilizem,avtomobil stranka,33,avtomobil,stranka,0.11519,1,True
2789,0,avtomobilizem,model drzava,33,model,drzava,0.28984,1,True
2790,2,avtomobilizem,lastnistvo stranka,6,lastnistvo,stranka,0.00236,4,True
2791,2,avtomobilizem,lastnistvo avtomobil,6,lastnistvo,avtomobil,0.00523,4,True
2792,2,avtomobilizem,avtomobil model,6,avtomobil,model,0.01455,4,True
2793,2,avtomobilizem,avtomobil drzava,6,avtomobil,drzava,0.0471,4,True
2794,2,avtomobilizem,avtomobil stranka,6,avtomobil,stranka,0.12988,4,True
2795,2,avtomobilizem,model drzava,6,model,drzava,0.20266,4,True
2796,0,avtomobilizem,lastnistvo stranka,3,lastnistvo,stranka,0.00294,1,True
2797,0,avtomobilizem,lastnistvo avtomobil,3,lastnistvo,avtomobil,0.00464,1,True
2798,0,avtomobilizem,avtomobil model,3,avtomobil,model,0.01193,1,True
2799,0,avtomobilizem,avtomobil drzava,3,avtomobil,drzava,0.07991,1,True
2800,0,avtomobilizem,avtomobil stranka,3,avtomobil,stranka,0.13005,1,True
2801,0,avtomobilizem,model drzava,3,model,drzava,0.23762,1,True
2802,0,avtomobilizem,lastnistvo stranka,30,lastnistvo,stranka,0.00075,4,True
2803,0,avtomobilizem,lastnistvo avtomobil,30,lastnistvo,avtomobil,0.00525,4,True
2804,0,avtomobilizem,avtomobil drzava,30,avtomobil,drzava,0.0127,4,True
2805,0,avtomobilizem,avtomobil model,30,avtomobil,model,0.01372,4,True
2806,0,avtomobilizem,avtomobil stranka,30,avtomobil,stranka,0.1292,4,True
2807,0,avtomobilizem,model drzava,30,model,drzava,0.23326,4,True
2808,1,avtomobilizem,lastnistvo stranka,38,lastnistvo,stranka,0.00079,1,True
2809,1,avtomobilizem,lastnistvo avtomobil,38,lastnistvo,avtomobil,0.00528,1,True
2810,1,avtomobilizem,avtomobil model,38,avtomobil,model,0.00957,1,True
2811,1,avtomobilizem,avtomobil drzava,38,avtomobil,drzava,0.01226,1,True
2812,1,avtomobilizem,avtomobil stranka,38,avtomobil,stranka,0.12981,1,True
2813,1,avtomobilizem,model drzava,38,model,drzava,0.36492,1,True
2814,1,avtomobilizem,lastnistvo stranka,17,lastnistvo,stranka,0.0021,3,True
2815,1,avtomobilizem,lastnistvo avtomobil,17,lastnistvo,avtomobil,0.00527,3,True
2816,1,avtomobilizem,avtomobil model,17,avtomobil,model,0.01009,3,True
2817,1,avtomobilizem,avtomobil drzava,17,avtomobil,drzava,0.01835,3,True
2818,1,avtomobilizem,model drzava,17,model,drzava,0.12483,3,True
2819,1,avtomobilizem,avtomobil stranka,17,avtomobil,stranka,0.13039,3,True
2820,0,avtomobilizem,lastnistvo stranka,28,lastnistvo,stranka,0.00072,2,True
2821,0,avtomobilizem,lastnistvo avtomobil,28,lastnistvo,avtomobil,0.00462,2,True
2822,0,avtomobilizem,avtomobil drzava,28,avtomobil,drzava,0.01212,2,True
2823,0,avtomobilizem,avtomobil model,28,avtomobil,model,0.013,2,True
2824,0,avtomobilizem,avtomobil stranka,28,avtomobil,stranka,0.11436,2,True
2825,0,avtomobilizem,model drzava,28,model,drzava,0.21154,2,True
2826,0,avtomobilizem,lastnistvo stranka,6,lastnistvo,stranka,0.00338,3,True
2827,0,avtomobilizem,lastnistvo avtomobil,6,lastnistvo,avtomobil,0.00522,3,True
2828,0,avtomobilizem,avtomobil model,6,avtomobil,model,0.01351,3,True
2829,0,avtomobilizem,avtomobil drzava,6,avtomobil,drzava,0.04457,3,True
2830,0,avtomobilizem,avtomobil stranka,6,avtomobil,stranka,0.13036,3,True
2831,0,avtomobilizem,model drzava,6,model,drzava,0.23442,3,True
2832,2,avtomobilizem,lastnistvo stranka,17,lastnistvo,stranka,0.0019,4,True
2833,2,avtomobilizem,lastnistvo avtomobil,17,lastnistvo,avtomobil,0.00518,4,True
2834,2,avtomobilizem,avtomobil model,17,avtomobil,model,0.01487,4,True
2835,2,avtomobilizem,avtomobil drzava,17,avtomobil,drzava,0.02149,4,True
2836,2,avtomobilizem,avtomobil stranka,17,avtomobil,stranka,0.12889,4,True
2837,2,avtomobilizem,model drzava,17,model,drzava,0.19041,4,True
2838,2,avtomobilizem,lastnistvo stranka,3,lastnistvo,stranka,0.00345,2,True
2839,2,avtomobilizem,lastnistvo avtomobil,3,lastnistvo,avtomobil,0.00465,2,True
2840,2,avtomobilizem,avtomobil model,3,avtomobil,model,0.01286,2,True
2841,2,avtomobilizem,avtomobil drzava,3,avtomobil,drzava,0.08145,2,True
2842,2,avtomobilizem,avtomobil stranka,3,avtomobil,stranka,0.13126,2,True
2843,2,avtomobilizem,model drzava,3,model,drzava,0.21472,2,True
2844,0,avtomobilizem,lastnistvo stranka,13,lastnistvo,stranka,0.00353,1,True
2845,0,avtomobilizem,lastnistvo avtomobil,13,lastnistvo,avtomobil,0.00526,1,True
2846,0,avtomobilizem,avtomobil model,13,avtomobil,model,0.01373,1,True
2847,0,avtomobilizem,avtomobil drzava,13,avtomobil,drzava,0.02302,1,True
2848,0,avtomobilizem,avtomobil stranka,13,avtomobil,stranka,0.13258,1,True
2849,0,avtomobilizem,model drzava,13,model,drzava,0.23349,1,True
2850,0,avtomobilizem,lastnistvo stranka,11,lastnistvo,stranka,0.00216,0,True
2851,0,avtomobilizem,lastnistvo avtomobil,11,lastnistvo,avtomobil,0.00527,0,True
2852,0,avtomobilizem,avtomobil model,11,avtomobil,model,0.01373,0,True
2853,0,avtomobilizem,avtomobil drzava,11,avtomobil,drzava,0.02647,0,True
2854,0,avtomobilizem,avtomobil stranka,11,avtomobil,stranka,0.1297,0,True
2855,0,avtomobilizem,model drzava,11,model,drzava,0.23359,0,True
2856,1,avtomobilizem,lastnistvo stranka,2,lastnistvo,stranka,0.00283,4,True
2857,1,avtomobilizem,lastnistvo avtomobil,2,lastnistvo,avtomobil,0.004,4,True
2858,1,avtomobilizem,avtomobil model,2,avtomobil,model,0.00755,4,True
2859,1,avtomobilizem,avtomobil drzava,2,avtomobil,drzava,0.11469,4,True
2860,1,avtomobilizem,avtomobil stranka,2,avtomobil,stranka,0.13207,4,True
2861,1,avtomobilizem,model drzava,2,model,drzava,0.17513,4,True
2862,1,avtomobilizem,lastnistvo stranka,44,lastnistvo,stranka,0.00082,2,True
2863,1,avtomobilizem,lastnistvo avtomobil,44,lastnistvo,avtomobil,0.00491,2,True
2864,1,avtomobilizem,avtomobil model,44,avtomobil,model,0.00886,2,True
2865,1,avtomobilizem,avtomobil drzava,44,avtomobil,drzava,0.00986,2,True
2866,1,avtomobilizem,model drzava,44,model,drzava,0.10597,2,True
2867,1,avtomobilizem,avtomobil stranka,44,avtomobil,stranka,0.12223,2,True
2868,1,avtomobilizem,lastnistvo stranka,15,lastnistvo,stranka,0.00152,2,True
2869,1,avtomobilizem,lastnistvo avtomobil,15,lastnistvo,avtomobil,0.00525,2,True
2870,1,avtomobilizem,avtomobil model,15,avtomobil,model,0.00988,2,True
2871,1,avtomobilizem,avtomobil drzava,15,avtomobil,drzava,0.02011,2,True
2872,1,avtomobilizem,model drzava,15,model,drzava,0.12459,2,True
2873,1,avtomobilizem,avtomobil stranka,15,avtomobil,stranka,0.13013,2,True
2874,1,avtomobilizem,lastnistvo stranka,8,lastnistvo,stranka,0.00154,3,True
2875,1,avtomobilizem,lastnistvo avtomobil,8,lastnistvo,avtomobil,0.00524,3,True
2876,1,avtomobilizem,avtomobil model,8,avtomobil,model,0.01004,3,True
2877,1,avtomobilizem,avtomobil drzava,8,avtomobil,drzava,0.03477,3,True
2878,1,avtomobilizem,avtomobil stranka,8,avtomobil,stranka,0.12943,3,True
2879,1,avtomobilizem,model drzava,8,model,drzava,0.1335,3,True
2880,1,avtomobilizem,lastnistvo stranka,19,lastnistvo,stranka,0.00121,2,True
2881,1,avtomobilizem,lastnistvo avtomobil,19,lastnistvo,avtomobil,0.00517,2,True
2882,1,avtomobilizem,avtomobil model,19,avtomobil,model,0.00975,2,True
2883,1,avtomobilizem,avtomobil drzava,19,avtomobil,drzava,0.01649,2,True
2884,1,avtomobilizem,model drzava,19,model,drzava,0.11808,2,True
2885,1,avtomobilizem,avtomobil stranka,19,avtomobil,stranka,0.12807,2,True
2886,0,avtomobilizem,lastnistvo stranka,17,lastnistvo,stranka,0.00089,4,True
2887,0,avtomobilizem,lastnistvo avtomobil,17,lastnistvo,avtomobil,0.00525,4,True
2888,0,avtomobilizem,avtomobil model,17,avtomobil,model,0.01909,4,True
2889,0,avtomobilizem,avtomobil stranka,17,avtomobil,stranka,0.12914,4,True
2890,0,avtomobilizem,avtomobil drzava,17,avtomobil,drzava,0.1439,4,True
2891,0,avtomobilizem,model drzava,17,model,drzava,28.78664,4,True
2892,0,avtomobilizem,lastnistvo stranka,29,lastnistvo,stranka,0.00121,4,True
2893,0,avtomobilizem,lastnistvo avtomobil,29,lastnistvo,avtomobil,0.00472,4,True
2894,0,avtomobilizem,avtomobil stranka,29,avtomobil,stranka,0.11636,4,True
2895,0,avtomobilizem,avtomobil drzava,29,avtomobil,drzava,1.76805,4,True
2896,0,avtomobilizem,avtomobil model,29,avtomobil,model,4.38636,4,True
2897,0,avtomobilizem,model drzava,29,model,drzava,225578.84368,4,True
2898,0,avtomobilizem,lastnistvo stranka,41,lastnistvo,stranka,7e-05,4,True
2899,0,avtomobilizem,lastnistvo avtomobil,41,lastnistvo,avtomobil,0.00523,4,True
2900,0,avtomobilizem,avtomobil drzava,41,avtomobil,drzava,0.01075,4,True
2901,0,avtomobilizem,avtomobil model,41,avtomobil,model,0.01362,4,True
2902,0,avtomobilizem,avtomobil stranka,41,avtomobil,stranka,0.12893,4,True
2903,0,avtomobilizem,model drzava,41,model,drzava,0.22012,4,True
2904,2,avtomobilizem,lastnistvo stranka,13,lastnistvo,stranka,0.00181,4,True
2905,2,avtomobilizem,lastnistvo avtomobil,13,lastnistvo,avtomobil,0.00521,4,True
2906,2,avtomobilizem,avtomobil model,13,avtomobil,model,0.01466,4,True
2907,2,avtomobilizem,avtomobil drzava,13,avtomobil,drzava,0.02589,4,True
2908,2,avtomobilizem,avtomobil stranka,13,avtomobil,stranka,0.12939,4,True
2909,2,avtomobilizem,model drzava,13,model,drzava,0.1937,4,True
2910,1,avtomobilizem,lastnistvo stranka,39,lastnistvo,stranka,0.00027,3,True
2911,1,avtomobilizem,lastnistvo avtomobil,39,lastnistvo,avtomobil,0.00494,3,True
2912,1,avtomobilizem,avtomobil drzava,39,avtomobil,drzava,0.00998,3,True
2913,1,avtomobilizem,avtomobil model,39,avtomobil,model,0.07497,3,True
2914,1,avtomobilizem,avtomobil stranka,39,avtomobil,stranka,0.12204,3,True
2915,1,avtomobilizem,model drzava,39,model,drzava,0.15643,3,True
2916,1,avtomobilizem,lastnistvo stranka,5,lastnistvo,stranka,0.00276,3,True
2917,1,avtomobilizem,lastnistvo avtomobil,5,lastnistvo,avtomobil,0.00513,3,True
2918,1,avtomobilizem,avtomobil model,5,avtomobil,model,0.00958,3,True
2919,1,avtomobilizem,avtomobil drzava,5,avtomobil,drzava,0.05274,3,True
2920,1,avtomobilizem,avtomobil stranka,5,avtomobil,stranka,0.13034,3,True
2921,1,avtomobilizem,model drzava,5,model,drzava,0.14162,3,True
2922,2,avtomobilizem,lastnistvo stranka,20,lastnistvo,stranka,0.00111,0,True
2923,2,avtomobilizem,lastnistvo avtomobil,20,lastnistvo,avtomobil,0.00521,0,True
2924,2,avtomobilizem,avtomobil model,20,avtomobil,model,0.01482,0,True
2925,2,avtomobilizem,avtomobil drzava,20,avtomobil,drzava,0.01974,0,True
2926,2,avtomobilizem,avtomobil stranka,20,avtomobil,stranka,0.12716,0,True
2927,2,avtomobilizem,model drzava,20,model,drzava,0.19037,0,True
2928,2,avtomobilizem,lastnistvo stranka,21,lastnistvo,stranka,0.00095,4,True
2929,2,avtomobilizem,lastnistvo avtomobil,21,lastnistvo,avtomobil,0.00515,4,True
2930,2,avtomobilizem,avtomobil stranka,21,avtomobil,stranka,0.12703,4,True
2931,2,avtomobilizem,avtomobil model,21,avtomobil,model,0.6277,4,True
2932,2,avtomobilizem,avtomobil drzava,21,avtomobil,drzava,0.95187,4,True
2933,2,avtomobilizem,model drzava,21,model,drzava,2028.3948,4,True
2934,0,avtomobilizem,lastnistvo stranka,48,lastnistvo,stranka,0.0005,3,True
2935,0,avtomobilizem,lastnistvo avtomobil,48,lastnistvo,avtomobil,0.00525,3,True
2936,0,avtomobilizem,avtomobil drzava,48,avtomobil,drzava,0.00978,3,True
2937,0,avtomobilizem,avtomobil model,48,avtomobil,model,0.01272,3,True
2938,0,avtomobilizem,avtomobil stranka,48,avtomobil,stranka,0.12904,3,True
2939,0,avtomobilizem,model drzava,48,model,drzava,0.19916,3,True
2940,1,avtomobilizem,lastnistvo stranka,10,lastnistvo,stranka,0.00159,4,True
2941,1,avtomobilizem,lastnistvo avtomobil,10,lastnistvo,avtomobil,0.00518,4,True
2942,1,avtomobilizem,avtomobil model,10,avtomobil,model,0.00983,4,True
2943,1,avtomobilizem,avtomobil drzava,10,avtomobil,drzava,0.02841,4,True
2944,1,avtomobilizem,avtomobil stranka,10,avtomobil,stranka,0.12882,4,True
2945,1,avtomobilizem,model drzava,10,model,drzava,0.12904,4,True
2946,0,avtomobilizem,lastnistvo stranka,12,lastnistvo,stranka,0.00326,0,True
2947,0,avtomobilizem,lastnistvo avtomobil,12,lastnistvo,avtomobil,0.00526,0,True
2948,0,avtomobilizem,avtomobil model,12,avtomobil,model,0.01373,0,True
2949,0,avtomobilizem,avtomobil drzava,12,avtomobil,drzava,0.0246,0,True
2950,0,avtomobilizem,avtomobil stranka,12,avtomobil,stranka,0.1328,0,True
2951,0,avtomobilizem,model drzava,12,model,drzava,0.23354,0,True
2952,1,avtomobilizem,lastnistvo stranka,10,lastnistvo,stranka,0.00214,1,True
2953,1,avtomobilizem,lastnistvo avtomobil,10,lastnistvo,avtomobil,0.00531,1,True
2954,1,avtomobilizem,avtomobil model,10,avtomobil,model,0.00993,1,True
2955,1,avtomobilizem,avtomobil drzava,10,avtomobil,drzava,0.02819,1,True
2956,1,avtomobilizem,model drzava,10,model,drzava,0.12903,1,True
2957,1,avtomobilizem,avtomobil stranka,10,avtomobil,stranka,0.13087,1,True
2958,1,avtomobilizem,lastnistvo stranka,9,lastnistvo,stranka,0.00162,0,True
2959,1,avtomobilizem,lastnistvo avtomobil,9,lastnistvo,avtomobil,0.00539,0,True
2960,1,avtomobilizem,avtomobil model,9,avtomobil,model,0.01148,0,True
2961,1,avtomobilizem,avtomobil drzava,9,avtomobil,drzava,0.03554,0,True
2962,1,avtomobilizem,model drzava,9,model,drzava,0.12991,0,True
2963,1,avtomobilizem,avtomobil stranka,9,avtomobil,stranka,0.13302,0,True
2964,1,avtomobilizem,lastnistvo stranka,48,lastnistvo,stranka,0.0002,4,True
2965,1,avtomobilizem,lastnistvo avtomobil,48,lastnistvo,avtomobil,0.00476,4,True
2966,1,avtomobilizem,avtomobil model,48,avtomobil,model,0.0191,4,True
2967,1,avtomobilizem,avtomobil drzava,48,avtomobil,drzava,0.02934,4,True
2968,1,avtomobilizem,model drzava,48,model,drzava,0.11103,4,True
2969,1,avtomobilizem,avtomobil stranka,48,avtomobil,stranka,0.118,4,True
2970,1,avtomobilizem,lastnistvo stranka,37,lastnistvo,stranka,0.00049,3,True
2971,1,avtomobilizem,lastnistvo avtomobil,37,lastnistvo,avtomobil,0.00506,3,True
2972,1,avtomobilizem,avtomobil model,37,avtomobil,model,0.00988,3,True
2973,1,avtomobilizem,avtomobil drzava,37,avtomobil,drzava,0.01355,3,True
2974,1,avtomobilizem,model drzava,37,model,drzava,0.11229,3,True
2975,1,avtomobilizem,avtomobil stranka,37,avtomobil,stranka,0.12569,3,True
2976,2,avtomobilizem,lastnistvo stranka,17,lastnistvo,stranka,0.00129,3,True
2977,2,avtomobilizem,lastnistvo avtomobil,17,lastnistvo,avtomobil,0.00522,3,True
2978,2,avtomobilizem,avtomobil model,17,avtomobil,model,0.01453,3,True
2979,2,avtomobilizem,avtomobil drzava,17,avtomobil,drzava,0.02173,3,True
2980,2,avtomobilizem,avtomobil stranka,17,avtomobil,stranka,0.12891,3,True
2981,2,avtomobilizem,model drzava,17,model,drzava,0.19001,3,True
2982,1,avtomobilizem,lastnistvo avtomobil,1,lastnistvo,avtomobil,0.00273,1,True
2983,1,avtomobilizem,avtomobil model,1,avtomobil,model,0.00505,1,True
2984,1,avtomobilizem,lastnistvo stranka,1,lastnistvo,stranka,0.00646,1,True
2985,1,avtomobilizem,avtomobil stranka,1,avtomobil,stranka,0.14049,1,True
2986,1,avtomobilizem,avtomobil drzava,1,avtomobil,drzava,0.19681,1,True
2987,1,avtomobilizem,model drzava,1,model,drzava,0.21765,1,True
2988,1,avtomobilizem,lastnistvo stranka,15,lastnistvo,stranka,0.00267,0,True
2989,1,avtomobilizem,lastnistvo avtomobil,15,lastnistvo,avtomobil,0.00526,0,True
2990,1,avtomobilizem,avtomobil model,15,avtomobil,model,0.00989,0,True
2991,1,avtomobilizem,avtomobil drzava,15,avtomobil,drzava,0.01985,0,True
2992,1,avtomobilizem,model drzava,15,model,drzava,0.123,0,True
2993,1,avtomobilizem,avtomobil stranka,15,avtomobil,stranka,0.13177,0,True
2994,1,avtomobilizem,lastnistvo stranka,38,lastnistvo,stranka,0.00147,4,True
2995,1,avtomobilizem,lastnistvo avtomobil,38,lastnistvo,avtomobil,0.00524,4,True
2996,1,avtomobilizem,avtomobil model,38,avtomobil,model,0.00968,4,True
2997,1,avtomobilizem,avtomobil drzava,38,avtomobil,drzava,0.01423,4,True
